,id,nom,type_escalade,exposition,public,pieddesvoies,coor_1,coor_2,saison,url
0,28,Fontainebleau (Le Bas Cuvier),['Bloc'],['Toutes'],"['haut niveau', 'confirme', 'amateur', 'debutant']",confortable,48.447084594124036,2.6389431953703024,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Fontainebleau-Le-Bas-Cuvier
1,29,Les Calanques - Sugiton (La Paroi des Toits),"['Grande voie', 'Couenne']","['Sud-Ouest', 'Sud']","['haut niveau', 'confirme', 'amateur']",correct,43.213578567634364,5.45468384029391,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Les-Calanques-Sugiton-La-Paroi-des-Toits
2,37,Saint-Bauzille-de-Montmel,['Couenne'],"['Sud-Ouest', 'Sud', 'Sud-Est']","['confirme', 'amateur', 'debutant']",accidenté,43.77526622417932,3.9485549926757812,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Saint-Bauzille-de-Montmel
3,38,Buoux,"['Grande voie', 'Couenne']","['Ouest', 'Sud-Ouest', 'Sud', 'Sud-Est', 'Est']","['haut niveau', 'confirme', 'amateur', 'debutant']",accidenté,43.822627394853725,5.382528305053711,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Buoux
4,39,Tende,['Couenne'],['Sud-Ouest'],"['haut niveau', 'confirme']",correct,44.102554246308976,7.588924169540405,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Tende
5,40,"Targasonne (Baleine, Dieux Païens, Thémis ...)",['Bloc'],['Toutes'],"['haut niveau', 'confirme', 'amateur', 'debutant']",confortable,42.49399807755323,1.9730114936828613,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']","Targasonne-Baleine,-Dieux-Païens,-Thémis-..."
6,41,Ablon,"['Grande voie', 'Couenne']","['Sud-Est', 'Est']","['confirme', 'amateur']",confortable,45.933767554939266,6.280800104141235,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Ablon
7,43,Les Gorges du Tarn (Les Baumes Basses),"['Grande voie', 'Couenne']","['Sud-Est', 'Est', 'Nord']","['haut niveau', 'confirme', 'amateur']",accidenté,44.30680236741164,3.2449471950531006,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Les-Gorges-du-Tarn-Les-Baumes-Basses
8,44,Le Caussanel,['Couenne'],"['Nord-Ouest', 'Ouest']","['amateur', 'debutant']",accidenté,43.639949179011396,3.176144599892723,"['Mars', 'Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Le-Caussanel
9,45,Pianotolli (Punta di Capineru),['Bloc'],['Toutes'],"['haut niveau', 'confirme', 'amateur', 'debutant']",confortable,41.45742644889053,9.04001533985138,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Pianotolli-Punta-di-Capineru
10,46,Les Gorges du Verdon (L'Escalès),"['Grande voie', 'Couenne']",['Toutes'],"['haut niveau', 'confirme', 'amateur']",dangereux,43.775207541740016,6.38480544090271,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Les-Gorges-du-Verdon-L'Escalès
11,49,Sainte Victoire (La Paroi du Rouge),['Couenne'],['Sud-Ouest'],"['confirme', 'amateur', 'debutant']",accidenté,43.53106891181654,5.5707550048828125,"['Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Sainte-Victoire-La-Paroi-du-Rouge
12,50,La Sainte Beaume,['Couenne'],['Ouest'],"['amateur', 'debutant']",accidenté,44.443462589828684,4.619407653808594,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",La-Sainte-Beaume
13,53,La Fare-les-Oliviers (Le Coussou),['Couenne'],['Sud'],"['amateur', 'debutant']",correct,43.5605623151563,5.211264788886183,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",La-Fare-les-Oliviers-Le-Coussou
14,57,Bougaux,['Couenne'],['Sud-Est'],"['confirme', 'amateur', 'debutant']",confortable,44.402051878853904,2.713842988014221,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Bougaux
15,59,Cilaos,"['Grande voie', 'Couenne']",['Toutes'],"['haut niveau', 'confirme', 'amateur']",,-21.172006524558604,55.44731140136719,['0'],Cilaos
16,68,Bavella,"['Grande voie', 'Couenne', 'Bloc']",['Toutes'],"['haut niveau', 'confirme', 'amateur', 'debutant']",correct,41.80108937865832,9.215426445007324,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Bavella
17,69,Crept,['Couenne'],"['Ouest', 'Sud-Ouest', 'Sud', 'Sud-Est', 'Est']","['haut niveau', 'confirme', 'amateur']",accidenté,45.78476372957355,5.5106306076049805,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Crept
18,70,Virieu-le-Grand,['Couenne'],"['Sud', 'Sud-Est', 'Est']","['confirme', 'amateur', 'debutant']",NC,45.85639344266656,5.652422904968262,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Virieu-le-Grand
19,71,Contrevoz,['Couenne'],['Sud'],"['confirme', 'amateur', 'debutant']",confortable,45.78347684250454,5.633411407470703,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Contrevoz
20,72,Neuville-sur-Ain,['Couenne'],"['Sud', 'Sud-Est', 'Est']","['confirme', 'amateur', 'debutant']",confortable,46.08445353651091,5.386970043182373,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Neuville-sur-Ain
21,73,Les Gaillands,"['Grande voie', 'Couenne']","['Sud', 'Sud-Est']","['amateur', 'debutant']",confortable,45.91524429420364,6.84697151184082,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Les-Gaillands
22,74,Saint-Pierre-Dels-Forcats,['Couenne'],"['Sud', 'Sud-Est', 'Est']","['amateur', 'debutant']",confortable,42.48878972830829,2.121187448501587,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Saint-Pierre-Dels-Forcats
23,75,Roc Mercadal,['Couenne'],['Sud'],['amateur'],correct,42.66357417352112,2.109140396096336,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Roc-Mercadal
24,76,Roc d'Aude,['Couenne'],"['Sud-Ouest', 'Sud']","['confirme', 'amateur']",accidenté,42.553491264884926,2.035517692565918,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Roc-d'Aude
25,77,Le Brévent,"['Grande voie', 'Couenne']","['Sud', 'Sud-Est', 'Est']","['confirme', 'amateur']",accidenté,45.938616388617845,6.838645935058594,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Le-Brévent
26,78,Col de la Colombière (voies),"['Grande voie', 'Couenne']",['Sud-Est'],"['confirme', 'amateur', 'debutant']",correct,45.993552380661164,6.4661407470703125,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Col-de-la-Colombière-voies
27,79,Orpierre,"['Grande voie', 'Couenne']",['Toutes'],"['haut niveau', 'confirme', 'amateur', 'debutant']",accidenté,44.31723147834518,5.695595741271973,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Orpierre
28,80,Omblèze,"['Grande voie', 'Couenne']",['Toutes'],"['haut niveau', 'confirme', 'amateur', 'debutant']",accidenté,44.842306109634116,5.190670609626977,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Omblèze
29,81,Auzat (Falaise école),"['Grande voie', 'Couenne']","['Sud', 'Sud-Est', 'Est']","['confirme', 'amateur', 'debutant']",correct,42.75931095021413,1.474689245223999,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Auzat-Falaise-école
30,82,La Dent d'Orlu,['Grande voie'],"['Sud', 'Sud-Est', 'Est']","['confirme', 'amateur']",dangereux,42.690989058765894,1.9414043426513672,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",La-Dent-d'Orlu
31,83,Céüse,['Couenne'],"['Ouest', 'Sud-Ouest', 'Sud', 'Sud-Est', 'Est']","['haut niveau', 'confirme', 'amateur']",correct,44.49659180810845,5.94409704208374,"['Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre']",Céüse
32,84,Bauchet,"['Grande voie', 'Couenne']","['Est', 'Nord-Est', 'Nord']","['haut niveau', 'confirme', 'amateur']",correct,43.749172557326595,6.3219451904296875,"['Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre']",Bauchet
33,85,Châteauvert,"['Grande voie', 'Couenne']","['Ouest', 'Sud-Ouest', 'Sud', 'Sud-Est', 'Est']","['haut niveau', 'confirme', 'amateur', 'debutant']",correct,43.49339120395329,6.044626235961914,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Châteauvert
34,86,Les Dentelles de Montmirail (Chaîne de Gigondas),"['Grande voie', 'Couenne']","['Sud', 'Nord']","['confirme', 'amateur', 'debutant']",accidenté,44.15603876073558,5.029420852661133,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Les-Dentelles-de-Montmirail-Chaîne-de-Gigondas
35,87,Le Pas de l'Escalette,['Couenne'],"['Ouest', 'Sud-Ouest']","['haut niveau', 'amateur']",correct,43.82979486562309,3.3130431175231934,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Le-Pas-de-l'Escalette
36,88,Les Gorges de la Jonte,"['Grande voie', 'Couenne']","['Ouest', 'Sud-Ouest', 'Sud', 'Sud-Est', 'Est']","['haut niveau', 'confirme', 'amateur']",accidenté,44.19443989801429,3.2280761003494263,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Les-Gorges-de-la-Jonte
37,89,Meyrueis,"['Grande voie', 'Couenne']","['Sud-Ouest', 'Ouest', 'Sud']","['confirme', 'amateur', 'debutant']",,44.191282106941955,3.4162545204162598,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Meyrueis
38,90,Les Gorges de la Dourbie (Le Boffi),"['Grande voie', 'Couenne']","['Ouest', 'Sud-Ouest', 'Sud', 'Sud-Est']","['haut niveau', 'confirme', 'amateur']",correct,44.111870225769934,3.1472396850585938,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Les-Gorges-de-la-Dourbie-Le-Boffi
39,91,La Clape (La Chandelle),['Couenne'],['Sud'],"['confirme', 'amateur', 'debutant']",correct,43.13251198155227,3.076598346233368,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",La-Clape-La-Chandelle
40,92,Tautavel (Les Gouleyrous),['Couenne'],"['Ouest', 'Sud-Est', 'Est']","['haut niveau', 'confirme', 'amateur', 'debutant']",correct,42.83918858853633,2.753276824951172,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Tautavel-Les-Gouleyrous
41,93,Les Gorges de la Cesse,['Couenne'],"['Sud-Ouest', 'Nord-Est']","['confirme', 'amateur', 'debutant']",accidenté,43.35347680011708,2.7029049396514893,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Les-Gorges-de-la-Cesse
42,94,Seynes,['Couenne'],['Sud'],"['haut niveau', 'confirme', 'amateur', 'debutant']",accidenté,44.11713070369574,4.257890224434959,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Seynes
43,95,Collias,"['Grande voie', 'Couenne']","['Sud-Ouest', 'Sud', 'Sud-Est']","['confirme', 'amateur', 'debutant']",correct,43.95061677234764,4.4736900329371565,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Collias
44,96,Russan,['Couenne'],"['Sud-Ouest', 'Sud', 'Sud-Est']","['haut niveau', 'confirme', 'amateur', 'debutant']",correct,43.92712069725331,4.3396346569033994,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Russan
45,97,Saint-Jean-de-Buèges (grandes voies),['Grande voie'],"['Ouest', 'Sud-Ouest', 'Sud']","['confirme', 'amateur']",dangereux,43.829897869115285,3.6206209659849264,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Saint-Jean-de-Buèges-grandes-voies
46,98,"Le Thaurac (L'épingle, La Combe & La Tour)","['Grande voie', 'Couenne']","['Ouest', 'Sud-Ouest', 'Sud']","['haut niveau', 'confirme', 'amateur', 'debutant']",correct,43.90718091654929,3.7400400638580322,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre', 'Decembre']","Le-Thaurac-L'épingle,-La-Combe-&-La-Tour"
47,99,L'Hortus (grandes voies),['Grande voie'],"['Sud', 'Sud-Est']","['confirme', 'amateur']",dangereux,43.79479730213932,3.8366103172302246,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",L'Hortus-grandes-voies
48,101,Claret,['Couenne'],"['Sud-Ouest', 'Sud', 'Sud-Est']","['haut niveau', 'confirme']",correct,43.87171686458632,3.869999885537254,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Claret
49,105,Les Carrières,['Couenne'],"['Sud', 'Sud-Est', 'Est']","['confirme', 'amateur', 'debutant']",correct,44.71129197455507,4.655148088932037,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Les-Carrières
50,106,Les Branches,['Couenne'],"['Nord-Est', 'Nord']","['haut niveau', 'confirme', 'amateur']",correct,44.38058540609735,4.410415291786194,"['Mars', 'Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Les-Branches
51,107,Chaulet,['Couenne'],"['Sud', 'Nord']","['confirme', 'amateur', 'debutant']",confortable,44.4076805413688,4.212398529052734,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Chaulet
52,108,Mazet,['Couenne'],"['Ouest', 'Sud-Ouest', 'Sud']","['amateur', 'debutant']",confortable,44.3975478306384,4.194663763046265,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Mazet
53,109,Le Cirque de Gens,['Couenne'],"['Ouest', 'Sud-Ouest', 'Sud', 'Sud-Est', 'Est']","['confirme', 'amateur']",accidenté,44.481185080357896,4.346036911010742,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Le-Cirque-de-Gens
54,110,Les Actinidias,['Couenne'],['Est'],"['haut niveau', 'confirme']",confortable,44.40260645281283,4.199094772338867,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Les-Actinidias
55,111,Casteljau,['Bloc'],['Toutes'],"['haut niveau', 'confirme', 'amateur', 'debutant']",correct,44.40216187423564,4.195597171783447,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Casteljau
56,117,A Reta,['Couenne'],['Ouest'],['amateur'],confortable,41.90956402070212,8.611671924591064,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",A-Reta
57,118,La Richiusa,"['Grande voie', 'Couenne']",['Toutes'],"['confirme', 'amateur', 'debutant']",accidenté,42.09754255866344,9.068377017974854,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",La-Richiusa
58,119,Buis-les-Baronnies (Baume Rousse),['Couenne'],"['Ouest', 'Sud-Ouest', 'Sud', 'Sud-Est', 'Est']","['haut niveau', 'confirme', 'amateur', 'debutant']",accidenté,44.30176938131677,5.2828145027160644,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Buis-les-Baronnies-Baume-Rousse
59,120,Le Tuet,"['Grande voie', 'Couenne']","['Sud-Ouest', 'Sud']","['confirme', 'amateur']",accidenté,46.1060936138941,6.761634349822998,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Le-Tuet
60,121,La Blaquererie,['Bloc'],['Toutes'],"['haut niveau', 'confirme', 'amateur', 'debutant']",confortable,43.95177704963173,3.2573604583740234,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",La-Blaquererie
61,122,Roche Barmaud,['Couenne'],"['Nord-Ouest', 'Ouest', 'Est', 'Nord']","['haut niveau', 'confirme', 'amateur']",correct,47.10621784645929,6.1087095737457275,"['Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre']",Roche-Barmaud
62,123,Cantobre,['Couenne'],"['Sud', 'Sud-Est', 'Est']","['haut niveau', 'confirme', 'amateur']",correct,44.06069672847794,3.3046799898147583,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Cantobre
63,124,Les Gorges du Blavet,"['Grande voie', 'Couenne']",['Toutes'],"['confirme', 'amateur']",correct,43.517435436449325,6.655869483947754,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Les-Gorges-du-Blavet
64,125,Mont Gaussier,['Couenne'],"['Sud-Est', 'Est', 'Sud']","['confirme', 'amateur']",,43.766855843865564,4.835786819458008,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Mont-Gaussier
65,126,La Capelle,['Bloc'],['Toutes'],"['haut niveau', 'confirme', 'amateur']",correct,44.053081675381854,4.53160285949707,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",La-Capelle
66,127,Cap Dramont,['Couenne'],['Toutes'],"['confirme', 'amateur', 'debutant']",NC,43.4137768680399,6.852078437805176,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Cap-Dramont
67,128,La Mâture,"['Grande voie', 'Couenne']",['Sud'],"['confirme', 'amateur']",dangereux,42.888302898712425,-0.5602383613586426,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",La-Mâture
68,130,Le Moulin du Trou,['Couenne'],['Ouest'],"['amateur', 'debutant']",confortable,43.560803262876156,3.807690739631653,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Le-Moulin-du-Trou
69,131,Saint-Antonin-Noble-Val (Roc d'Anglars),"['Grande voie', 'Couenne']",['Nord'],"['haut niveau', 'confirme', 'amateur']",accidenté,44.14435302187485,1.7650437355041504,"['Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre']",Saint-Antonin-Noble-Val-Roc-d'Anglars
70,133,Clisson,['Bloc'],['Toutes'],"['amateur', 'debutant']",correct,47.084830807936115,-1.2780292530253519,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Clisson
71,134,Calvi (Notre Dame de la Serra),['Bloc'],['Toutes'],"['confirme', 'amateur', 'debutant']",confortable,42.55033458422792,8.735826015472412,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Calvi-Notre-Dame-de-la-Serra
72,135,Presles (grandes voies),['Grande voie'],"['Ouest', 'Sud-Ouest', 'Sud', 'Sud-Est', 'Est']","['haut niveau', 'confirme', 'amateur']",dangereux,45.076049650363146,5.38555383682251,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Presles-grandes-voies
73,137,Saffres,['Couenne'],"['Sud-Ouest', 'Sud']","['confirme', 'amateur', 'debutant']",correct,47.37198402078374,4.581218361854553,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Saffres
74,138,Falaise de Lierre,['Couenne'],['Ouest'],"['amateur', 'debutant']",correct,45.7101351087577,5.798174142837524,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Falaise-de-Lierre
75,139,La Chambotte,"['Grande voie', 'Couenne']","['Ouest', 'Sud-Ouest']","['haut niveau', 'confirme', 'amateur']",confortable,45.774168472566735,5.872964859008789,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",La-Chambotte
76,140,Brison,"['Grande voie', 'Couenne']",['Ouest'],"['confirme', 'amateur']",correct,45.773296668634686,5.868163704872131,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Brison
77,141,Pont Saint-Antoine,"['Grande voie', 'Couenne', 'Bloc']","['Sud-Ouest', 'Ouest', 'Est']","['haut niveau', 'confirme', 'amateur']",,45.67881050849961,6.748137474060059,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Pont-Saint-Antoine
78,142,Le Chevril,"['Grande voie', 'Couenne']",['Toutes'],"['confirme', 'amateur', 'debutant']",,45.497654158662506,6.93636417388916,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Le-Chevril
79,143,Notre-Dame-du-Pré,['Couenne'],['Toutes'],"['amateur', 'debutant']",confortable,45.51545930396426,6.603813171386719,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Notre-Dame-du-Pré
80,144,Saint-Léger,"['Grande voie', 'Couenne']","['Sud-Est', 'Est']","['amateur', 'debutant']",confortable,45.43689969213892,6.2770771980285645,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Saint-Léger
81,145,Valloire,"['Grande voie', 'Couenne']",['Ouest'],"['amateur', 'debutant']",,45.171025076148275,6.429963111877441,"['Mai', 'Juin', 'Septembre', 'Octobre']",Valloire
82,146,Le Croé,['Couenne'],"['Nord-Ouest', 'Ouest', 'Nord']","['haut niveau', 'confirme', 'amateur', 'debutant']",,45.230063580894424,6.747719049453735,"['Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre']",Le-Croé
83,147,Aussois ( Marie-Christine ),"['Grande voie', 'Couenne']","['Sud-Ouest', 'Ouest']","['confirme', 'amateur', 'debutant']",,45.22044787300356,6.7347800731658935,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Aussois--Marie-Christine-
84,148,Le Rocher des Amoureux,['Couenne'],['Toutes'],"['confirme', 'amateur', 'debutant']",confortable,45.212421573391154,6.690244674682617,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Le-Rocher-des-Amoureux
85,149,Valflaunès,['Couenne'],['Sud'],"['amateur', 'debutant']",correct,43.81945148894401,3.8589799404144287,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Valflaunès
86,150,Les Trois Commères,"['Grande voie', 'Couenne']",['Sud-Est'],"['confirme', 'amateur', 'debutant']",NC,46.54710191468856,6.03474497795105,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Les-Trois-Commères
87,151,Orgon,"['Grande voie', 'Couenne']",['Toutes'],"['haut niveau', 'confirme', 'amateur']",correct,43.780188565056385,5.040900707244873,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Orgon
88,152,La Guignoterie,['Couenne'],"['Sud-Est', 'Est']","['haut niveau', 'confirme', 'amateur', 'debutant']",accidenté,46.666313927180035,0.9061145782470703,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",La-Guignoterie
89,153,Mouriès,['Couenne'],"['Sud', 'Nord']","['haut niveau', 'confirme', 'amateur']",confortable,43.71095934582474,4.871857166290283,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Mouriès
90,154,Fontaine de Vaucluse,['Couenne'],"['Sud', 'Sud-Est', 'Est']","['amateur', 'debutant']",correct,43.92856475575064,5.1255083084106445,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Fontaine-de-Vaucluse
91,155,Maussane,['Couenne'],"['Ouest', 'Sud-Ouest', 'Sud']","['amateur', 'debutant']",accidenté,43.74168252323996,4.838404655456543,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Maussane
92,156,Rocher Saint-Vincent,"['Couenne', 'Bloc']",['Toutes'],"['confirme', 'amateur', 'debutant']",correct,45.992654569854054,3.694678544998169,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Rocher-Saint-Vincent
93,160,Pen-Hir,"['Grande voie', 'Couenne']",['Ouest'],"['confirme', 'amateur']",dangereux,48.26216989188534,-4.621896743774414,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Pen-Hir
94,164,Vallon de Valample,['Couenne'],"['Ouest', 'Sud', 'Est']","['confirme', 'amateur', 'debutant']",accidenté,43.77296865737819,4.811496734619141,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Vallon-de-Valample
95,165,Vingrau,"['Grande voie', 'Couenne']","['Ouest', 'Sud-Ouest']","['confirme', 'amateur', 'debutant']",accidenté,42.853842695307044,2.7932109832545393,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Vingrau
