,id,nom,type_escalade,exposition,public,pieddesvoies,coor_1,coor_2,saison,url
296,501,Le Portallet,['Couenne'],"['Ouest', 'Sud-Est']","['confirme', 'amateur', 'debutant']",correct,43.37208000928867,5.202981233596802,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Le-Portallet
297,538,Pont de Bourg-Saint-Maurice,"[""Structure Artificielle d'Escalade""]",['Est'],['debutant'],confortable,45.60318457241922,6.767309904098511,['0'],Pont-de-Bourg-Saint-Maurice
298,555,Les Calanques (Les Goudes),"['Grande voie', 'Couenne']","['Ouest', 'Sud', 'Nord']","['haut niveau', 'confirme', 'amateur', 'debutant']",accidenté,43.21617019820515,5.3646111488342285,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Les-Calanques-Les-Goudes
299,556,Les Calanques (Marseilleveyre),"['Grande voie', 'Couenne']","['Nord-Ouest', 'Ouest', 'Sud', 'Sud-Est', 'Est', 'Nord-Est', 'Nord']","['confirme', 'amateur', 'debutant']",correct,43.23186855193785,5.380640029907227,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Les-Calanques-Marseilleveyre
300,557,Les Calanques (Sormiou),"['Grande voie', 'Couenne']","['Nord-Ouest', 'Ouest', 'Sud-Ouest', 'Sud', 'Sud-Est', 'Est', 'Nord']","['confirme', 'amateur', 'debutant']",accidenté,43.204870302471235,5.426088809945213,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Les-Calanques-Sormiou
301,558,Les Calanques - Morgiou (Crêt Saint Michel),"['Grande voie', 'Couenne']","['Sud-Ouest', 'Sud', 'Nord']","['haut niveau', 'confirme', 'amateur', 'debutant']",dangereux,43.21632938758135,5.443456023931503,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Les-Calanques-Morgiou-Crêt-Saint-Michel
302,559,Les Calanques - En Vau (Plateau de Castelvieil),"['Grande voie', 'Couenne']","['Nord-Ouest', 'Sud-Ouest', 'Sud-Est']","['confirme', 'amateur', 'debutant']",dangereux,43.20149642917707,5.49753874540329,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Les-Calanques-En-Vau-Plateau-de-Castelvieil
303,560,Cassis (Port Miou),['Couenne'],"['Ouest', 'Sud-Ouest', 'Nord']",['amateur'],accidenté,43.21361906786822,5.524210631847382,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Cassis-Port-Miou
304,561,Le Clocheton des Matelles,['Couenne'],['Sud-Est'],['debutant'],correct,43.73330036861995,3.796503245830536,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Le-Clocheton-des-Matelles
305,562,Cazevieille,['Couenne'],['Sud'],['debutant'],correct,43.772209431885415,3.7812280654907227,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Cazevieille
306,563,La Fraîche,"['Grande voie', 'Couenne']",['Ouest'],['amateur'],,45.37913080214932,6.729748249053955,"['Mai', 'Juin', 'Septembre', 'Octobre']",La-Fraîche
307,564,Falaise du pré (Le Crot),['Couenne'],['Sud'],"['amateur', 'debutant']",NC,45.60674237337748,6.9057440757751465,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Falaise-du-pré-Le-Crot
308,566,Sainte Croix,['Couenne'],['Sud'],"['haut niveau', 'confirme']",,44.76497238592609,5.289294719696045,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Sainte-Croix
309,567,Saint Jeannet,"['Grande voie', 'Couenne']","['Sud-Ouest', 'Sud']","['confirme', 'amateur', 'debutant']",accidenté,43.750373960434594,7.137100696563721,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Saint-Jeannet
310,568,Gorbio,['Couenne'],"['Ouest', 'Sud-Ouest', 'Sud']","['confirme', 'amateur']",accidenté,43.79194616218015,7.444857358932495,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Gorbio
311,569,Peillon,"['Grande voie', 'Couenne']","['Sud', 'Sud-Est', 'Est']","['haut niveau', 'confirme', 'amateur', 'debutant']",correct,43.780881847224244,7.390687465667725,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Peillon
312,570,Gréolières,['Couenne'],['Sud-Est'],"['haut niveau', 'confirme', 'amateur']",accidenté,43.79854659774757,6.92762017250061,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Gréolières
313,571,Saint-Martin-Vésubie,['Couenne'],"['Sud', 'Sud-Est']","['haut niveau', 'confirme', 'amateur']",accidenté,44.06721383158496,7.248787879943848,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Saint-Martin-Vésubie
314,572,Aiglun (Paroi du Giet),['Grande voie'],['Sud-Ouest'],"['haut niveau', 'confirme']",accidenté,43.864454386850454,6.909027099609375,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Aiglun-Paroi-du-Giet
315,573,La Paroi Dérobée,['Grande voie'],['Ouest'],"['haut niveau', 'confirme']",dangereux,43.86835284481078,6.909692287445068,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",La-Paroi-Dérobée
316,574,Les Gorges du Loup (Déversé),['Couenne'],"['Ouest', 'Est']","['haut niveau', 'confirme', 'amateur', 'debutant']",accidenté,43.74041518856556,7.001327276229858,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Les-Gorges-du-Loup-Déversé
317,575,Saint-Dalmas-le-Selvage,"['Grande voie', 'Couenne']","['Ouest', 'Est', 'Sud']","['confirme', 'amateur', 'debutant']",,44.287931420764465,6.871669292449951,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Saint-Dalmas-le-Selvage
318,576,Gourdon,['Couenne'],['Sud-Est'],"['confirme', 'amateur', 'debutant']",NC,43.70232721113356,6.9654929637908936,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Gourdon
319,577,Paille en Queue,['Couenne'],['Ouest'],"['amateur', 'debutant']",,-21.061594180513097,55.22372245788574,['0'],Paille-en-Queue
320,578,La Montagne (La Réunion),['Couenne'],"['Sud-Est', 'Est']","['amateur', 'debutant']",correct,-20.87954847008824,55.43658524751663,['0'],La-Montagne-La-Réunion
321,579,Cascade Niagara,"['Grande voie', 'Couenne']",['Est'],"['amateur', 'debutant']",,-20.92031173065798,55.6035178899765,['0'],Cascade-Niagara
322,580,Patates à Durand,"['Grande voie', 'Couenne']",['Est'],"['confirme', 'amateur']",,-20.926224339845234,55.467824935913086,['0'],Patates-à-Durand
323,585,Bassin Plat,['Couenne'],['Ouest'],"['haut niveau', 'confirme']",NC,-21.328156375367264,55.48651456832886,['0'],Bassin-Plat
324,593,Le Foron,['Couenne'],"['Nord-Ouest', 'Ouest', 'Sud-Ouest']","['haut niveau', 'confirme']",dangereux,46.17617652135402,6.613597869873047,"['Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre']",Le-Foron
325,594,Le Canapé,['Couenne'],['Nord-Ouest'],"['confirme', 'amateur']",dangereux,46.163451057771226,6.1988478899002075,"['Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre']",Le-Canapé
326,595,Virignin,['Couenne'],['Ouest'],"['haut niveau', 'confirme']",NC,45.71537914003026,5.720422267913818,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Virignin
327,605,Faron (Téléphérique),['Couenne'],['Sud'],"['confirme', 'amateur', 'debutant']",NC,43.147849412895745,5.932166576385498,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Faron-Téléphérique
328,606,Rocher Baron,['Couenne'],"['Sud-Ouest', 'Sud', 'Sud-Est']","['amateur', 'debutant']",NC,44.84537987760519,6.589243412017822,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Rocher-Baron
329,607,Saint-Auban,"['Grande voie', 'Couenne']",['Toutes'],"['confirme', 'amateur', 'debutant']",,43.84974005247194,6.732516288757324,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Saint-Auban
330,610,Gairaut,"['Couenne', 'Bloc']",['Toutes'],"['haut niveau', 'confirme', 'amateur', 'debutant']",,43.74639003034384,7.251572012901306,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Gairaut
331,613,Le Palloir,['Couenne'],['Nord'],"['haut niveau', 'confirme']",NC,44.64716230650056,5.076906681060791,"['Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre']",Le-Palloir
332,621,Destel,"['Grande voie', 'Couenne']",['Toutes'],"['haut niveau', 'confirme', 'amateur', 'debutant']",accidenté,43.15647489273151,5.849694013595581,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Destel
333,622,Gros cerveau,['Couenne'],"['Sud', 'Sud-Est', 'Est']","['amateur', 'debutant']",accidenté,43.15537329422114,5.816794037818909,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Gros-cerveau
334,623,Baou de 4 Ouro,"['Grande voie', 'Couenne']","['Sud', 'Sud-Est', 'Est', 'Nord-Est', 'Nord']","['haut niveau', 'confirme', 'amateur', 'debutant']",NC,43.16053465635408,5.893081784242895,"['Mars', 'Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Baou-de-4-Ouro
335,624,Croupatier,['Couenne'],['Sud'],"['amateur', 'debutant']",correct,43.15824367011069,5.864928960800171,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Croupatier
336,625,Ragas,['Couenne'],['Toutes'],"['confirme', 'amateur', 'debutant']",correct,43.179652771500926,5.934280157089233,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Ragas
337,626,Touravelle,['Couenne'],"['Ouest', 'Sud-Ouest', 'Sud']","['confirme', 'amateur', 'debutant']",NC,43.17026373861424,5.949794054031372,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Touravelle
338,627,Tourris,['Couenne'],"['Sud', 'Sud-Est', 'Est']","['haut niveau', 'confirme', 'amateur']",correct,43.167407621461976,5.965645909309387,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Tourris
339,628,Coudon (Sud),"['Grande voie', 'Couenne']","['Sud', 'Sud-Est', 'Est']","['confirme', 'amateur', 'debutant']",correct,43.159654350765045,6.000812351703644,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Coudon-Sud
340,629,Quinson,"['Grande voie', 'Couenne']","['Ouest', 'Sud-Ouest', 'Sud', 'Sud-Est', 'Est']","['haut niveau', 'confirme', 'amateur', 'debutant']",correct,43.69410439300386,6.033784747123718,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Quinson
341,630,Le Fenouillet,"['Couenne', 'Bloc']",['Toutes'],"['confirme', 'amateur', 'debutant']",correct,43.13751719416092,6.09890878200531,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Le-Fenouillet
342,631,Coudon (Est),['Couenne'],"['Est', 'Nord-Est', 'Nord']","['confirme', 'amateur']",NC,43.16235627090274,6.008094549179077,"['Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre']",Coudon-Est
343,632,Faron (Citerne),['Couenne'],['Ouest'],"['amateur', 'debutant']",NC,43.14702750238552,5.9191471338272095,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Faron-Citerne
344,633,Faron (Lierres),['Couenne'],"['Sud', 'Sud-Est', 'Est']","['confirme', 'amateur', 'debutant']",NC,43.140260019112056,5.938180088996887,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Faron-Lierres
345,634,Faron (La Concession),"['Grande voie', 'Couenne']","['Nord-Est', 'Nord']","['haut niveau', 'confirme']",accidenté,43.1473249569891,5.959138870239258,"['Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre']",Faron-La-Concession
346,635,La Jaume,['Couenne'],['Sud'],"['confirme', 'amateur']",NC,43.16183585241925,5.81876814365387,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",La-Jaume
347,636,La Cride,['Couenne'],['Sud'],"['confirme', 'amateur']",dangereux,43.11634276723844,5.780208706855774,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",La-Cride
348,637,Portissol,['Couenne'],['Sud'],['amateur'],dangereux,43.11324916751945,5.789988040924072,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Portissol
349,645,Pilon du Roi,['Couenne'],['Toutes'],['confirme'],dangereux,43.4052969161918,5.462908744812012,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Pilon-du-Roi
350,653,Le Pourtalas,['Couenne'],['Sud'],"['amateur', 'debutant']",correct,44.47678071567057,3.984711170196533,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Le-Pourtalas
351,676,La Martinswand (France),"['Grande voie', 'Couenne']","['Ouest', 'Sud', 'Est']","['haut niveau', 'confirme', 'amateur']",accidenté,48.04634305864625,7.015564441680908,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",La-Martinswand-France
352,682,Ampus,['Couenne'],"['Nord-Ouest', 'Est', 'Nord-Est']","['amateur', 'debutant']",accidenté,43.610740840818266,6.381533145904541,"['Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre']",Ampus
353,683,Le Viaduc des Fauvettes,['Couenne'],['Toutes'],"['amateur', 'debutant']",confortable,48.67886339572296,2.1525800228118896,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Le-Viaduc-des-Fauvettes
354,686,Saulges,['Couenne'],"['Est', 'Nord-Est']","['amateur', 'debutant']",confortable,47.99312402419181,-0.4014730453491211,"['Mars', 'Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Saulges
355,687,Entrammes,['Couenne'],['Ouest'],"['confirme', 'amateur', 'debutant']",correct,47.99926969483718,-0.7389163970947266,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Entrammes
356,688,Moulay,['Couenne'],['Ouest'],['debutant'],,48.27759522320696,-0.6286025047302246,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Moulay
357,689,Toyères,['Couenne'],"['Sud', 'Sud-Est', 'Est']","['amateur', 'debutant']",accidenté,48.377048020790575,-0.07265567779541016,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Toyères
358,690,Changé,['Couenne'],['Est'],['debutant'],,48.09354542258125,-0.7852864265441895,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Changé
359,705,La Verrière,['Couenne'],['Sud'],"['haut niveau', 'confirme']",accidenté,44.078105548114806,3.3605504035949707,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",La-Verrière
360,716,Pont d'Espagne (Plateau du Clôt),"['Grande voie', 'Couenne']",['Toutes'],"['confirme', 'amateur', 'debutant']",confortable,42.8522202116261,-0.14577805995941162,"['Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre']",Pont-d'Espagne-Plateau-du-Clôt
361,717,Suberpène,"['Grande voie', 'Couenne']","['Sud', 'Sud-Est']","['haut niveau', 'confirme', 'amateur', 'debutant']",accidenté,42.99494480689835,0.34228742122650146,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Suberpène
362,718,Pène Haute,"['Grande voie', 'Couenne']","['Sud', 'Est']","['haut niveau', 'confirme', 'amateur']",accidenté,43.000237528520984,0.4142189025878906,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Pène-Haute
363,723,La Grotte à Marius,['Couenne'],['Sud-Ouest'],"['haut niveau', 'confirme', 'amateur']",,45.22940243498157,6.454746723175049,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",La-Grotte-à-Marius
364,724,Saint-Martin-de-la-Porte,"['Grande voie', 'Couenne']",['Sud-Ouest'],"['haut niveau', 'confirme', 'amateur']",,45.246189381155695,6.449167728424072,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Saint-Martin-de-la-Porte
365,725,Argol,['Couenne'],['Nord'],"['amateur', 'debutant']",confortable,48.23572175890002,-4.2903971672058105,"['Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre']",Argol
366,736,Fontainebleau - Les Trois Pignons (La Roche aux Sabots),['Bloc'],['Toutes'],"['haut niveau', 'confirme', 'amateur', 'debutant']",confortable,48.375027328498604,2.5139987468855907,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Fontainebleau-Les-Trois-Pignons-La-Roche-aux-Sabots
367,737,Fontainebleau (L'éléphant),['Bloc'],['Toutes'],"['haut niveau', 'confirme', 'amateur', 'debutant']",confortable,48.29380465513383,2.593942880630493,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Fontainebleau-L'éléphant
368,738,Fontainebleau (La Ferté-Alais),['Bloc'],['Toutes'],['confirme'],correct,48.49050319624487,2.3407101772950227,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Fontainebleau-La-Ferté-Alais
369,739,Fontainebleau (Petit Bois),['Bloc'],['Toutes'],"['haut niveau', 'confirme', 'amateur', 'debutant']",correct,48.263698350104306,2.670702338218689,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Fontainebleau-Petit-Bois
370,740,Fontainebleau - Buthiers (Piscine),['Bloc'],['Toutes'],"['haut niveau', 'confirme', 'amateur', 'debutant']",confortable,48.294387137621904,2.4380969107423756,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Fontainebleau-Buthiers-Piscine
371,748,Malaspes,['Couenne'],"['Ouest', 'Sud-Ouest', 'Sud']","['confirme', 'amateur', 'debutant']",accidenté,43.996350099003955,3.0923938751220703,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Malaspes
372,756,La Roche Taillée,"['Grande voie', 'Couenne']","['Sud-Est', 'Nord']","['amateur', 'debutant']",,45.32747009240972,6.309242248535156,"['Mars', 'Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",La-Roche-Taillée
373,757,La Rave,['Couenne'],['Sud'],['debutant'],,45.44557489962185,6.375267505645752,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",La-Rave
374,758,Hermillon,['Couenne'],['Sud-Ouest'],"['haut niveau', 'confirme', 'amateur', 'debutant']",correct,45.30286945786858,6.354968547821045,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Hermillon
375,759,La Bibliotech,['Couenne'],['Toutes'],['haut niveau'],,45.24340952751085,6.4157795906066895,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",La-Bibliotech
376,760,Poingt Ravier (La Chapelle),"['Grande voie', 'Couenne']",['Sud-Est'],"['amateur', 'debutant']",,45.17064688720064,6.426358222961426,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Poingt-Ravier-La-Chapelle
377,761,Saugras,['Couenne'],['Nord-Ouest'],['debutant'],correct,43.697302084906354,3.7202829122543335,"['Mars', 'Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Saugras
378,762,Villarodin,['Couenne'],['Toutes'],"['amateur', 'debutant']",,45.209564481506305,6.7067670822143555,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Villarodin
379,763,La Mottaz,"['Couenne', 'Bloc']",['Toutes'],"['confirme', 'amateur', 'debutant']",correct,45.201294734826334,6.600315570831299,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",La-Mottaz
380,764,Pontamafrey (La Chapelle),"['Couenne', 'Bloc']",['Toutes'],"['confirme', 'amateur']",NC,45.312231285512894,6.337931156158447,"['Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Pontamafrey-La-Chapelle
381,765,Montricher,['Couenne'],['Sud'],"['confirme', 'amateur', 'debutant']",,45.23611176449077,6.411402225494385,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Montricher
382,766,Le Pouit,"['Grande voie', 'Couenne']",['Sud'],"['confirme', 'amateur']",,44.714202387893266,6.575467586517334,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Le-Pouit
383,767,Saint-Crépin,['Couenne'],['Ouest'],"['confirme', 'amateur']",,44.71513253039653,6.602568626403809,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Saint-Crépin
384,768,Mont-Dauphin,['Couenne'],"['Nord-Ouest', 'Ouest', 'Nord']","['confirme', 'amateur', 'debutant']",correct,44.669934728122364,6.620657444000244,"['Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre']",Mont-Dauphin
385,769,Le Ponteil,"['Grande voie', 'Couenne']","['Ouest', 'Sud-Ouest', 'Sud', 'Sud-Est']","['confirme', 'amateur']",NC,44.71388217144098,6.566369533538818,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Le-Ponteil
386,770,La Grande Falaise (Freissinières),"['Grande voie', 'Couenne']","['Sud-Ouest', 'Sud']","['haut niveau', 'confirme', 'amateur']",,44.7567449126369,6.546649932861328,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",La-Grande-Falaise-Freissinières
387,775,Le Grand Bois (Hautes-Alpes),['Couenne'],['Nord'],"['haut niveau', 'confirme']",NC,44.813201407927025,6.519570350646973,"['Juin', 'Juillet', 'Août', 'Septembre']",Le-Grand-Bois-Hautes-Alpes
388,776,Cap la Houssaye,['Psychobloc'],['Nord'],"['confirme', 'amateur']",,-21.018420786129546,55.23807764053345,['0'],Cap-la-Houssaye
389,777,Ravine des Avirons,['Bloc'],['Toutes'],"['haut niveau', 'confirme', 'amateur', 'debutant']",,-21.247977258686475,55.322781801223755,['0'],Ravine-des-Avirons
390,778,Le Ouaki Playa,['Couenne'],['Est'],"['haut niveau', 'confirme', 'amateur']",NC,-21.281041882833172,55.45347511768341,['0'],Le-Ouaki-Playa
391,779,Ravine des Colimaçons,"['Couenne', 'Bloc']",['Toutes'],"['haut niveau', 'confirme', 'amateur', 'debutant']",accidenté,-21.152711311451938,55.282570123672485,"['Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Ravine-des-Colimaçons
392,780,La Garde Guérin (gorges du Chassezac),"['Grande voie', 'Couenne']","['Sud', 'Est', 'Nord-Est', 'Nord']","['confirme', 'amateur', 'debutant']",accidenté,44.481755999171,3.9363634585242835,"['Mars', 'Avril', 'Mai', 'Juin', 'Juillet', 'Août', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",La-Garde-Guérin-gorges-du-Chassezac
393,785,Le Randouillet,['Couenne'],['Sud-Ouest'],"['confirme', 'amateur', 'debutant']",correct,44.8880024241207,6.651218891138342,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Le-Randouillet
394,787,Bois-Ramier,['Couenne'],['Toutes'],"['amateur', 'debutant']",correct,46.791526491550115,1.9476860761642456,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Octobre', 'Novembre', 'Decembre']",Bois-Ramier
395,788,Saint-Géry,['Couenne'],"['Sud', 'Sud-Est', 'Est']","['haut niveau', 'confirme', 'amateur', 'debutant']",NC,44.479972927641846,1.5791130065917969,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Saint-Géry
396,789,Arcambal,['Couenne'],"['Ouest', 'Sud-Ouest']","['haut niveau', 'confirme', 'amateur']",correct,44.43920360591082,1.562354564666748,"['Janvier', 'Février', 'Mars', 'Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre', 'Decembre']",Arcambal
397,790,Paroi de la Grotte,['Couenne'],"['Sud-Ouest', 'Ouest', 'Sud']",['amateur'],,45.008756273247855,6.6625213623046875,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Paroi-de-la-Grotte
398,791,Le Rocher qui répond,['Couenne'],['Ouest'],"['amateur', 'debutant']",,44.9954273976841,6.665171384811401,"['Mai', 'Juin', 'Septembre', 'Octobre']",Le-Rocher-qui-répond
399,792,Les Collets,['Couenne'],['Est'],"['amateur', 'debutant']",,44.79211473514674,6.554889678955078,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Les-Collets
400,793,Les Traverses,['Couenne'],['Sud'],"['haut niveau', 'confirme', 'amateur', 'debutant']",accidenté,44.81626099943074,6.567528247833252,"['Avril', 'Mai', 'Juin', 'Septembre', 'Octobre', 'Novembre']",Les-Traverses
